"1 _ 1",,,"2A",,,"1 _ 3",,,"4A",,
"Time","Force","Uzama","Time","Force","Uzama","Time","Force","Uzama","Time","Force","Uzama"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
,,,"28.76","3.732045","0.9585667","28.76","4.754066","0.9585667","28.76","2.628962","0.9586"
,,,"28.77","3.730456","0.9589","28.77","5.168915","0.9588667","28.77","2.616246","0.9589"
,,,"28.78","3.727277","0.9592667","28.78","5.574226","0.9592333","28.78","2.613068","0.9592333"
,,,"28.79","3.722509","0.9596","28.79","5.965233","0.9595667","28.79","2.617836","0.9595667"
,,,"28.8","3.706614","0.9599333","28.8","6.362597","0.9599","28.8","2.621015","0.9598667"
,,,"28.81","3.69072","0.9602666","28.81","6.779035","0.9602666","28.81","2.617836","0.9602333"
,,,"28.82","3.69072","0.9606","28.82","7.216136","0.9606","28.82","2.613068","0.9605667"
,,,"28.83","3.709793","0.9609","28.83","7.681847","0.9609667","28.83","2.621015","0.9609333"
,,,"28.84","3.732045","0.9612333","28.84","8.193652","0.9612667","28.84","2.636909","0.9612667"
,,,"28.85","3.751119","0.9615667","28.85","8.75473","0.9616","28.85","2.646446","0.9616"
,,,"28.86","3.759066","0.9619","28.86","9.34124","0.9619","28.86","2.651215","0.9619333"
,,,"28.87","3.744761","0.9622334","28.87","9.938876","0.9622334","28.87","2.659162","0.9622667"
,,,"28.88","3.714561","0.9626","28.88","10.54764","0.9626","28.88","2.670288","0.9626"
,,,"28.89","3.697078","0.9629334","28.89","11.16912","0.9629334","28.89","2.679825","0.9629334"
,,,"28.9","3.706614","0.9632667","28.9","11.74291","0.9632334","28.9","2.686183","0.9632667"
,,,"28.91","3.730456","0.9636","28.91","12.22293","0.9635667","28.91","2.683004","0.9636"
,,,"28.92","3.744761","0.9639","28.92","12.61393","0.9639","28.92","2.671878","0.9639333"
,,,"28.93","3.751119","0.9642333","28.93","12.94136","0.9642667","28.93","2.651215","0.9642667"
,,,"28.94","3.744761","0.9646","28.94","13.22905","0.9646","28.94","2.636909","0.9646"
,,,"28.95","3.732045","0.9649","28.95","13.51992","0.9649","28.95","2.636909","0.9649333"
,,,"28.96","3.71933","0.9652333","28.96","13.85212","0.9652333","28.96","2.641678","0.9652667"
,,,"28.97","3.701846","0.9655667","28.97","14.21769","0.9655667","28.97","2.636909","0.9656"
,,,"28.98","3.684362","0.9659","28.98","14.55466","0.9659","28.98","2.625783","0.9659333"
,,,"28.99","3.676414","0.9662334","28.99","14.82964","0.9662334","28.99","2.616246","0.9662334"
,,,"29","3.681183","0.9665667","29","15.06646","0.9665667","29","2.608299","0.9665667"
,,,"29.01","3.69072","0.9669","29.01","15.27309","0.9669","29.01","2.60512","0.9669334"
,,,"29.02","3.697078","0.9672334","29.02","15.43681","0.9672667","29.02","2.616246","0.9672667"
,,,"29.03","3.685951","0.9675667","29.03","15.54489","0.9676","29.03","2.649625","0.9676"
,,,"29.04","3.678004","0.9679334","29.04","15.61483","0.9679334","29.04","2.679825","0.9679334"
,,,"29.05","3.681183","0.9683","29.05","15.69112","0.9682333","29.05","2.687772","0.9682667"
,,,"29.06","3.693898","0.9686334","29.06","15.79762","0.9685667","29.06","2.671878","0.9686"
,,,"29.07","3.705025","0.9689333","29.07","15.90093","0.9689","29.07","2.651215","0.9689"
,,,"29.08","3.706614","0.9692333","29.08","15.98199","0.9692","29.08","2.638499","0.9692333"
,,,"29.09","3.706614","0.9696","29.09","16.03603","0.9695667","29.09","2.641678","0.9695667"
,,,"29.1","3.711383","0.9699333","29.1","16.08054","0.9699","29.1","2.644857","0.9699"
,,,"29.11","3.71774","0.9702667","29.11","16.12345","0.9702667","29.11","2.638499","0.9702333"
,,,"29.12","3.711383","0.9705667","29.12","16.1775","0.9706","29.12","2.632141","0.9706"
,,,"29.13","3.698667","0.9709333","29.13","16.25538","0.9709333","29.13","2.628962","0.9709333"
,,,"29.14","3.685951","0.9712667","29.14","16.33803","0.9712667","29.14","2.644857","0.9712667"
,,,"29.15","3.684362","0.9716333","29.15","16.39366","0.9716","29.15","2.662341","0.9716"
,,,"29.16","3.681183","0.9719334","29.16","16.41273","0.9719","29.16","2.667109","0.9719334"
,,,"29.17","3.676414","0.9722334","29.17","16.43022","0.9722334","29.17","2.662341","0.9722667"
,,,"29.18","3.670057","0.9725667","29.18","16.48108","0.9726","29.18","2.659162","0.9726"
,,,"29.19","3.668467","0.9729","29.19","16.57486","0.9729334","29.19","2.654393","0.9729334"
,,,"29.2","3.676414","0.9732333","29.2","16.69248","0.9732667","29.2","2.646446","0.9732667"
,,,"29.21","3.684362","0.9735667","29.21","16.8244","0.9736","29.21","2.638499","0.9736"
,,,"29.22","3.68913","0.9739","29.22","16.92931","0.9739333","29.22","2.632141","0.9739333"
,,,"29.23","3.68913","0.9742333","29.23","16.98017","0.9742666","29.23","2.621015","0.9742666"
,,,"29.24","3.68913","0.9745667","29.24","16.99448","0.9745667","29.24","2.60512","0.9745667"
,,,"29.25","3.68913","0.9749","29.25","17.00719","0.9749","29.25","2.595584","0.9749333"
,,,"29.26","3.693898","0.9752333","29.26","17.04534","0.9752333","29.26","2.595584","0.9752667"
,,,"29.27","3.698667","0.9755667","29.27","17.10415","0.9755667","29.27","2.597173","0.9756"
,,,"29.28","3.697078","0.9759","29.28","17.17885","0.9759","29.28","2.595584","0.9759334"
,,,"29.29","3.685951","0.9762334","29.29","17.26627","0.9762334","29.29","2.597173","0.9763"
,,,"29.3","3.676414","0.9766","29.3","17.36482","0.9766","29.3","2.611478","0.9766334"
,,,"29.31","3.676414","0.9769","29.31","17.46178","0.9769334","29.31","2.616246","0.9769667"
,,,"29.32","3.684362","0.9772667","29.32","17.56509","0.9772334","29.32","2.603531","0.9773"
,,,"29.33","3.684362","0.9776","29.33","17.67","0.9775333","29.33","2.590815","0.9776334"
,,,"29.34","3.673236","0.9779333","29.34","17.79079","0.9778666","29.34","2.597173","0.9779333"
,,,"29.35","3.668467","0.9782667","29.35","17.93543","0.9782333","29.35","2.621015","0.9782667"
,,,"29.36","3.673236","0.9786","29.36","18.10551","0.9785667","29.36","2.638499","0.9786"
,,,"29.37","3.673236","0.9789333","29.37","18.28512","0.9789333","29.37","2.649625","0.9789333"
,,,"29.38","3.670057","0.9792333","29.38","18.45519","0.9792667","29.38","2.66552","0.9793"
,,,"29.39","3.670057","0.9795667","29.39","18.59983","0.9795667","29.39","2.675056","0.9796667"
,,,"29.4","3.676414","0.9798667","29.4","18.72063","0.9799","29.4","2.66552","0.9799667"
,,,"29.41","3.684362","0.9802","29.41","18.84619","0.9802","29.41","2.644857","0.9802667"
,,,"29.42","3.69072","0.9805667","29.42","19.00037","0.9805667","29.42","2.625783","0.9806"
,,,"29.43","3.693898","0.9809","29.43","19.16726","0.9809","29.43","2.616246","0.9809667"
,,,"29.44","3.68913","0.9812667","29.44","19.32939","0.9812334","29.44","2.608299","0.9813"
,,,"29.45","3.681183","0.9815667","29.45","19.48675","0.9815667","29.45","2.60512","0.9816334"
,,,"29.46","3.684362","0.9819","29.46","19.64569","0.9819","29.46","2.611478","0.9819667"
,,,"29.47","3.693898","0.9822333","29.47","19.80146","0.9822333","29.47","2.621015","0.9822667"
,,,"29.48","3.698667","0.9825333","29.48","19.93179","0.9825667","29.48","2.632141","0.9825667"
,,,"29.49","3.698667","0.9828667","29.49","20.02716","0.9829","29.49","2.641678","0.9829333"
,,,"29.5","3.697078","0.9832333","29.5","20.0812","0.9832333","29.5","2.662341","0.9832667"
,,,"29.51","3.698667","0.9835667","29.51","20.10981","0.9835667","29.51","2.686183","0.9836"
,,,"29.52","3.709793","0.9839","29.52","20.14796","0.9839","29.52","2.69254","0.9839333"
,,,"29.53","3.724098","0.9842333","29.53","20.2179","0.9842","29.53","2.678235","0.9842667"
,,,"29.54","3.735224","0.9845334","29.54","20.30691","0.9845334","29.54","2.659162","0.9846"
,,,"29.55","3.74794","0.9849","29.55","20.39274","0.9849","29.55","2.654393","0.9849333"
,,,"29.56","3.760656","0.9852334","29.56","20.45631","0.9852334","29.56","2.651215","0.9852667"
,,,"29.57","3.768603","0.9855667","29.57","20.50877","0.9855334","29.57","2.649625","0.9856"
,,,"29.58","3.768603","0.9859","29.58","20.56758","0.9859","29.58","2.646446","0.9859"
,,,"29.59","3.771782","0.9862667","29.59","20.64546","0.9862334","29.59","2.641678","0.9862334"
,,,"29.6","3.77814","0.9866","29.6","20.71857","0.9865667","29.6","2.636909","0.9865667"
,,,"29.61","3.77814","0.9869334","29.61","20.78374","0.9869334","29.61","2.632141","0.9869"
,,,"29.62","3.763835","0.9872667","29.62","20.83778","0.9872333","29.62","2.633731","0.9872333"
,,,"29.63","3.755887","0.9875666","29.63","20.89659","0.9875666","29.63","2.646446","0.9876"
,,,"29.64","3.759066","0.9879333","29.64","20.95858","0.9879","29.64","2.659162","0.9879333"
,,,"29.65","3.765424","0.9882333","29.65","21.03011","0.9882333","29.65","2.66552","0.9882667"
,,,"29.66","3.771782","0.9885667","29.66","21.11276","0.9885667","29.66","2.659162","0.9886"
,,,"29.67","3.773371","0.9889","29.67","21.19541","0.9889","29.67","2.651215","0.9889333"
,,,"29.68","3.765424","0.9892333","29.68","21.27489","0.9892667","29.68","2.646446","0.9892667"
,,,"29.69","3.752708","0.9895667","29.69","21.36072","0.9896","29.69","2.644857","0.9896"
,,,"29.7","3.739993","0.9899","29.7","21.47357","0.9899","29.7","2.649625","0.9899334"
,,,"29.71","3.724098","0.9902","29.71","21.61185","0.9902334","29.71","2.657573","0.9902667"
,,,"29.72","3.714561","0.9905334","29.72","21.75172","0.9905667","29.72","2.657573","0.9906"
,,,"29.73","3.714561","0.9908667","29.73","21.85186","0.9909","29.73","2.649625","0.9909334"
,,,"29.74","3.724098","0.9912","29.74","21.9059","0.9912","29.74","2.644857","0.9913"
,,,"29.75","3.724098","0.9915667","29.75","21.9202","0.9915333","29.75","2.646446","0.9916334"
,,,"29.76","3.71774","0.9918666","29.76","21.91385","0.9919","29.76","2.644857","0.9919667"
,,,"29.77","3.714561","0.9922","29.77","21.89795","0.9922333","29.77","2.636909","0.9923"
,,,"29.78","3.711383","0.9925333","29.78","21.90749","0.9925333","29.78","2.628962","0.9926333"
,,,"29.79","3.705025","0.9929","29.79","21.95676","0.9929","29.79","2.625783","0.9929667"
,,,"29.8","3.693898","0.9932333","29.8","22.04259","0.9932333","29.8","2.628962","0.9933"
,,,"29.81","3.693898","0.9936","29.81","22.14273","0.9935334","29.81","2.632141","0.9936"
,,,"29.82","3.697078","0.9939333","29.82","22.2381","0.9938667","29.82","2.641678","0.9939333"
,,,"29.83","3.68913","0.9942334","29.83","22.29849","0.9942","29.83","2.654393","0.9942667"
,,,"29.84","3.678004","0.9945667","29.84","22.31916","0.9945667","29.84","2.654393","0.9946"
,,,"29.85","3.678004","0.9949","29.85","22.32552","0.9949","29.85","2.649625","0.9949334"
,,,"29.86","3.69072","0.9952334","29.86","22.34618","0.9952334","29.86","2.651215","0.9952667"
,,,"29.87","3.701846","0.9955667","29.87","22.36684","0.9955667","29.87","2.657573","0.9955667"
,,,"29.88","3.709793","0.9959","29.88","22.34777","0.9959","29.88","2.654393","0.9959"
,,,"29.89","3.711383","0.9962333","29.89","22.28419","0.9962333","29.89","2.646446","0.9962667"
,,,"29.9","3.711383","0.9965667","29.9","22.19836","0.9965667","29.9","2.638499","0.9966"
,,,"29.91","3.701846","0.9969","29.91","22.13001","0.9969","29.91","2.633731","0.9969"
,,,"29.92","3.68913","0.9972333","29.92","22.07279","0.9972333","29.92","2.628962","0.9972333"
,,,"29.93","3.676414","0.9975667","29.93","22.02193","0.9975667","29.93","2.617836","0.9976"
,,,"29.94","3.673236","0.9979","29.94","21.9806","0.9979","29.94","2.617836","0.9979333"
,,,"29.95","3.678004","0.9982333","29.95","21.95676","0.9982333","29.95","2.636909","0.9982667"
,,,"29.96","3.685951","0.9985667","29.96","21.93451","0.9986","29.96","2.649625","0.9986"
,,,"29.97","3.68913","0.9989","29.97","21.88047","0.9989","29.97","2.641678","0.9989333"
,,,"29.98","3.68913","0.9992334","29.98","21.78192","0.9992334","29.98","2.628962","0.9992667"
,,,"29.99","3.685951","0.9995667","29.99","21.6643","0.9995667","29.99","2.633731","0.9996"
,,,"30","3.68913","0.9999334","30","21.55622","0.9999","30","2.644857","0.9999334"
,,,"30.01","3.693898","1.000267","30.01","21.46244","1.000233","30.01","2.644857","1.000267"
,,,"30.02","3.697078","1.0006","30.02","21.36548","1.000567","30.02","2.646446","1.0006"
,,,"30.03","3.697078","1.0009","30.03","21.24468","1.0009","30.03","2.649625","1.000933"
,,,"30.04","3.697078","1.001233","30.04","21.08733","1.001267","30.04","2.646446","1.001267"
,,,"30.05","3.698667","1.001567","30.05","20.89182","1.0016","30.05","2.633731","1.0016"
,,,"30.06","3.697078","1.0019","30.06","20.65817","1.0019","30.06","2.636909","1.001933"
,,,"30.07","3.693898","1.002233","30.07","20.3975","1.002267","30.07","2.649625","1.002267"
,,,"30.08","3.684362","1.0026","30.08","20.13842","1.002567","30.08","2.651215","1.002633"
,,,"30.09","3.673236","1.002933","30.09","19.89047","1.0029","30.09","2.644857","1.002933"
,,,"30.1","3.657341","1.003267","30.1","19.66635","1.003233","30.1","2.646446","1.003267"
,,,"30.11","3.635089","1.003567","30.11","19.47721","1.003567","30.11","2.659162","1.0036"
,,,"30.12","3.616015","1.0039","30.12","19.32144","1.003933","30.12","2.659162","1.003933"
,,,"30.13","3.611247","1.004233","30.13","19.19111","1.004267","30.13","2.641678","1.0043"
,,,"30.14","3.603299","1.004567","30.14","19.06236","1.0046","30.14","2.625783","1.004633"
,,,"30.15","3.590584","1.0049","30.15","18.92885","1.004933","30.15","2.624194","1.004933"
,,,"30.16","3.582637","1.005267","30.16","18.76672","1.005233","30.16","2.621015","1.005267"
,,,"30.17","3.582637","1.0056","30.17","18.56645","1.005567","30.17","2.608299","1.0056"
,,,"30.18","3.577868","1.0059","30.18","18.34711","1.0059","30.18","2.603531","1.005933"
,,,"30.19","3.569921","1.006233","30.19","18.14047","1.006267","30.19","2.613068","1.0063"
,,,"30.2","3.577868","1.006567","30.2","17.94497","1.0066","30.2","2.621015","1.006633"
,,,"30.21","3.598531","1.0069","30.21","17.77331","1.0069","30.21","2.611478","1.006933"
,,,"30.22","3.616015","1.007233","30.22","17.65569","1.007233","30.22","2.595584","1.007267"
,,,"30.23","3.622373","1.0076","30.23","17.5937","1.007567","30.23","2.595584","1.0076"
,,,"30.24","3.611247","1.007933","30.24","17.53966","1.007933","30.24","2.60512","1.007933"
,,,"30.25","3.606478","1.008233","30.25","17.44429","1.008267","30.25","2.613068","1.0083"
,,,"30.26","3.609657","1.008533","30.26","17.32031","1.008567","30.26","2.621015","1.008633"
,,,"30.27","3.611247","1.008867","30.27","17.22972","1.0089","30.27","2.632141","1.008967"
,,,"30.28","3.60171","1.009233","30.28","17.20746","1.009233","30.28","2.636909","1.009267"
,,,"30.29","3.590584","1.009567","30.29","17.22336","1.009567","30.29","2.641678","1.0096"
,,,"30.3","3.590584","1.0099","30.3","17.22813","1.0099","30.3","2.654393","1.009933"
,,,"30.31","3.60171","1.010233","30.31","17.2027","1.010233","30.31","2.670288","1.010267"
,,,"30.32","3.616015","1.010567","30.32","17.15024","1.010533","30.32","2.66552","1.010633"
,,,"30.33","3.636678","1.0109","30.33","17.08825","1.010867","30.33","2.636909","1.010933"
,,,"30.34","3.644625","1.011267","30.34","17.0215","1.011233","30.34","2.608299","1.011267"
,,,"30.35","3.639857","1.0116","30.35","16.95474","1.011567","30.35","2.603531","1.0116"
,,,"30.36","3.63191","1.0119","30.36","16.88798","1.011933","30.36","2.617836","1.011933"
,,,"30.37","3.63032","1.012233","30.37","16.82599","1.012267","30.37","2.641678","1.012267"
,,,"30.38","3.627141","1.012567","30.38","16.75924","1.0126","30.38","2.659162","1.0126"
,,,"30.39","3.619194","1.0129","30.39","16.67023","1.0129","30.39","2.66552","1.012933"
,,,"30.4","3.606478","1.013233","30.4","16.5542","1.013233","30.4","2.659162","1.013233"
,,,"30.41","3.598531","1.013567","30.41","16.40479","1.013533","30.41","2.651215","1.013567"
,,,"30.42","3.598531","1.0139","30.42","16.222","1.0139","30.42","2.644857","1.013933"
,,,"30.43","3.611247","1.014233","30.43","16.01855","1.014233","30.43","2.649625","1.014233"
,,,"30.44","3.622373","1.014567","30.44","15.81828","1.014567","30.44","2.654393","1.014567"
,,,"30.45","3.614426","1.014933","30.45","15.64344","1.014933","30.45","2.651215","1.0149"
,,,"30.46","3.588994","1.015233","30.46","15.51628","1.015267","30.46","2.649625","1.015267"
,,,"30.47","3.565152","1.015567","30.47","15.41615","1.0156","30.47","2.651215","1.0156"
,,,"30.48","3.565152","1.0159","30.48","15.29217","1.0159","30.48","2.646446","1.0159"
,,,"30.49","3.576279","1.016267","30.49","15.12527","1.016233","30.49","2.628962","1.016267"
,,,"30.5","3.590584","1.0166","30.5","14.93295","1.016567","30.5","2.616246","1.0166"
,,,"30.51","3.596942","1.0169","30.51","14.73745","1.0169","30.51","2.624194","1.016933"
,,,"30.52","3.598531","1.017233","30.52","14.55784","1.017233","30.52","2.633731","1.017267"
,,,"30.53","3.60171","1.017567","30.53","14.40048","1.0176","30.53","2.636909","1.0176"
,,,"30.54","3.606478","1.017933","30.54","14.2765","1.017933","30.54","2.633731","1.017933"
,,,"30.55","3.611247","1.018267","30.55","14.18114","1.0183","30.55","2.636909","1.018267"
,,,"30.56","3.609657","1.0186","30.56","14.1271","1.018633","30.56","2.633731","1.018633"
,,,"30.57","3.596942","1.018933","30.57","14.13186","1.018933","30.57","2.617836","1.018967"
,,,"30.58","3.5731","1.019233","30.58","14.18908","1.019233","30.58","2.616246","1.0193"
,,,"30.59","3.549258","1.019567","30.59","14.25425","1.019567","30.59","2.644857","1.0196"
,,,"30.6","3.539721","1.0199","30.6","14.28922","1.0199","30.6","2.671878","1.019967"
,,,"30.61","3.549258","1.0202","30.61","14.29717","1.020233","30.61","2.671878","1.020267"
,,,"30.62","3.569921","1.020533","30.62","14.28445","1.020567","30.62","2.649625","1.0206"
,,,"30.63","3.588994","1.020867","30.63","14.25902","1.020867","30.63","2.632141","1.0209"
,,,"30.64","3.590584","1.0212","30.64","14.23518","1.021233","30.64","2.633731","1.021267"
,,,"30.65","3.581047","1.021567","30.65","14.23359","1.021567","30.65","2.644857","1.0216"
,,,"30.66","3.569921","1.0219","30.66","14.23995","1.0219","30.66","2.649625","1.0219"
,,,"30.67","3.563563","1.022233","30.67","14.2463","1.0222","30.67","2.649625","1.022267"
,,,"30.68","3.557205","1.022567","30.68","14.26697","1.022533","30.68","2.641678","1.0226"
,,,"30.69","3.555616","1.0229","30.69","14.33849","1.022867","30.69","2.628962","1.022933"
,,,"30.7","3.557205","1.023233","30.7","14.45134","1.0232","30.7","2.617836","1.023267"
,,,"30.71","3.549258","1.023567","30.71","14.55466","1.023567","30.71","2.625783","1.0236"
,,,"30.72","3.539721","1.023867","30.72","14.61665","1.0239","30.72","2.636909","1.0239"
,,,"30.73","3.54449","1.0242","30.73","14.63413","1.024233","30.73","2.632141","1.024267"
,,,"30.74","3.569921","1.024567","30.74","14.61824","1.0246","30.74","2.624194","1.0246"
,,,"30.75","3.581047","1.0249","30.75","14.57532","1.0249","30.75","2.638499","1.024933"
,,,"30.76","3.568331","1.025233","30.76","14.54194","1.0252","30.76","2.66552","1.025267"
